domain,dnsblock_threat_count,ip_bad_count_total,ip_bad_count_bad,facebook_comments_total_count,facebook_comments_negative_comment_count,popularity_rank,average_review_score,anonymous_whois,whois_registration_duration,whois_valid_email,ssl_valid,blacklisted,is_legit
hashkey.com,18,4011,782,99,110,9,0.414818823,TRUE,3254056,TRUE,FALSE,TRUE,FALSE
span-coin.com,28,3630,263,23,28,6,2.330194074,TRUE,2791686,FALSE,FALSE,TRUE,FALSE
getbitmoney.us,1,1217,230,30,52,3,0.674918895,TRUE,3512101,FALSE,TRUE,TRUE,FALSE
yudi.io,2,993,35,102,114,18,1.717579822,TRUE,2342557,TRUE,TRUE,FALSE,FALSE
riacapital.pro,25,2463,422,70,58,44,1.458843354,TRUE,2245393,FALSE,FALSE,TRUE,TRUE
latoken.com,54,1291,303,279,304,44,0.16084852,TRUE,98619,FALSE,FALSE,TRUE,TRUE
veio.io,10,578,36,293,242,85,2.809708361,FALSE,95583,TRUE,TRUE,FALSE,TRUE
bitstamp.net,18,397,191,328,204,26,1.510287534,FALSE,2660550,TRUE,TRUE,FALSE,TRUE
beta-venture.com,0,1995,223,174,58,21,2.231634309,FALSE,3464544,TRUE,TRUE,FALSE,FALSE
omcmarkets.com,46,4069,594,144,123,24,3.270688569,TRUE,2012339,TRUE,FALSE,TRUE,TRUE
camolcoin.net,3,379,42,33,34,63,0.670164456,FALSE,810231,TRUE,TRUE,FALSE,TRUE
trustedstations.com,23,2737,453,260,260,44,2.29681817,TRUE,2445946,TRUE,FALSE,TRUE,TRUE
bitstamp.net,11,721,143,11,7,13,0.786808629,FALSE,2584161,TRUE,FALSE,FALSE,FALSE
smartweb.network,9,357,40,78,122,41,0.501113293,FALSE,1626045,TRUE,TRUE,FALSE,FALSE
elitetrader.io,6,3152,297,35,32,38,3.283158188,FALSE,2781309,TRUE,TRUE,FALSE,TRUE
woo.org,5,1764,293,166,163,45,0.985177099,TRUE,1451621,TRUE,TRUE,FALSE,TRUE
orca.so,5,1953,367,41,32,70,2.121128903,FALSE,2183687,TRUE,TRUE,FALSE,TRUE
getbitmoney.us,16,587,227,191,143,27,2.467389122,TRUE,2646772,TRUE,TRUE,TRUE,TRUE
jup.ag,24,1473,30,13,14,65,2.866663824,TRUE,597696,TRUE,FALSE,FALSE,TRUE
dibbs.co,19,995,122,47,74,4,1.452374015,TRUE,2125107,FALSE,FALSE,TRUE,FALSE
jup.ag,3,3401,363,49,44,23,1.3790639,FALSE,2771482,FALSE,TRUE,FALSE,FALSE
jup.ag,4,202,151,32,5,14,1.738479452,FALSE,2713952,TRUE,TRUE,FALSE,FALSE
beta-venture.com,25,474,35,193,216,80,4.259778812,TRUE,61714,TRUE,TRUE,FALSE,TRUE
gate.io,17,1621,88,488,441,79,0.749048181,FALSE,166089,TRUE,FALSE,FALSE,TRUE
algo-revolution.com,17,1600,325,198,200,20,0.331768305,FALSE,502536,FALSE,FALSE,TRUE,FALSE
avenir-crypto.com,12,910,62,111,99,67,0.129957714,FALSE,14351,TRUE,TRUE,FALSE,TRUE
latoken.com,15,386,46,236,181,72,2.207208546,TRUE,644290,TRUE,TRUE,TRUE,TRUE
biconomy.com,27,3761,369,54,98,44,1.490839129,TRUE,1979648,TRUE,FALSE,TRUE,TRUE
latoken.com,4,249,2,13,11,72,3.223388105,FALSE,1598056,FALSE,TRUE,FALSE,TRUE
woo.org,20,3848,394,73,110,18,0.215956664,TRUE,910255,TRUE,FALSE,FALSE,FALSE
beta-venture.com,16,3189,291,25,72,20,0.354304874,TRUE,1083429,TRUE,TRUE,FALSE,FALSE
gate.io,10,4674,773,9,20,0,0.454102271,TRUE,6192053,TRUE,FALSE,TRUE,FALSE
gmt-crypto.com,13,4815,717,25,37,39,0.086116367,TRUE,473328,TRUE,FALSE,TRUE,TRUE
hashkey.com,33,2817,410,18,36,8,2.062378414,TRUE,3574866,TRUE,FALSE,TRUE,FALSE
veio.io,10,853,71,233,228,21,1.039594172,FALSE,3107222,FALSE,TRUE,TRUE,FALSE
raydium.io,5,2001,297,72,34,77,3.620427361,FALSE,1362307,TRUE,TRUE,TRUE,TRUE
raydium.io,25,3548,146,466,421,52,2.025140175,TRUE,2166322,TRUE,FALSE,TRUE,TRUE
bitblender.me,14,1250,111,172,132,36,2.10767979,TRUE,2388850,TRUE,TRUE,FALSE,TRUE
woo.org,10,597,222,182,130,50,0.528734954,TRUE,1109944,FALSE,FALSE,FALSE,TRUE
bank-of-crypto.com,6,1631,282,311,271,2,0.037441781,TRUE,1043468,FALSE,FALSE,FALSE,FALSE
gmt-crypto.com,17,3533,381,120,140,1,0.37041577,TRUE,3403524,FALSE,FALSE,TRUE,FALSE
omcmarkets.com,25,3501,241,174,248,2,0.180247225,TRUE,1898970,FALSE,FALSE,TRUE,FALSE
raydium.io,12,2046,207,73,74,69,4.186465069,FALSE,1495525,TRUE,TRUE,FALSE,TRUE
yudi.io,26,923,165,366,302,38,0.743512421,TRUE,830143,FALSE,FALSE,TRUE,TRUE
neofinance.io,25,1415,113,132,112,53,0.094912506,TRUE,646389,FALSE,FALSE,TRUE,TRUE
gmt-crypto.com,29,1677,257,221,212,70,1.021467755,FALSE,323975,TRUE,FALSE,TRUE,TRUE
ww12.agkapital.com,1,436,71,72,100,46,0.466843775,FALSE,4034731,TRUE,TRUE,FALSE,FALSE
raydium.io,7,2135,328,12,5,66,1.212044416,FALSE,1539178,TRUE,FALSE,FALSE,TRUE
neofinance.io,28,2117,215,130,92,20,1.549526472,TRUE,1295218,TRUE,FALSE,TRUE,FALSE
